id_venda,produto,valor,data_venda,filial
55,Lanche,25.93,2024-03-01,Online
56,Sobremesa,126.79,2024-05-21,Online
57,Combo Família,18.9,2024-02-15,Online
58,Bebida,148.56,2024-02-29,Online
59,Bebida,168.31,2024-01-26,Online
60,Prato Executivo,132.21,2024-05-05,Online
61,Bebida,113.33,2024-05-07,Online
62,Combo Família,123.41,2024-05-02,Online
63,Prato Executivo,122.62,2024-01-31,Online
64,Lanche,168.73,2024-03-22,Online
65,Bebida,174.11,2024-02-22,Online
66,Bebida,85.41,2024-05-17,Online
67,Bebida,116.82,2024-03-01,Online
68,Combo Família,147.46,2024-03-15,Online
69,Lanche,15.17,2024-03-22,Online
70,Prato Executivo,101.96,2024-05-16,Online
71,Bebida,122.72,2024-05-06,Online
72,Lanche,133.34,2024-05-27,Online
73,Prato Executivo,75.85,2024-03-18,Online
74,Bebida,63.78,2024-05-27,Online
75,Combo Família,45.05,2024-06-05,Online
76,Bebida,107.04,2024-04-04,Online
77,Sobremesa,166.69,2024-05-02,Online
78,Combo Família,162.84,2024-06-12,Online
79,Bebida,74.39,2024-05-30,Online
80,Lanche,57.55,2024-02-19,Online
81,Combo Família,145.15,2024-05-08,Online
82,Lanche,134.62,2024-03-21,Online
83,Lanche,98.38,2024-01-27,Online
84,Sobremesa,79.19,2024-03-07,Online
85,Lanche,35.43,2024-06-25,Online
86,Prato Executivo,144.55,2024-06-21,Online
87,Bebida,116.88,2024-05-21,Online
88,Bebida,77.19,2024-06-27,Online
89,Sobremesa,166.6,2024-04-13,Online
90,Lanche,123.85,2024-05-16,Online
91,Lanche,168.32,2024-01-30,Online
92,Bebida,93.28,2024-02-23,Online
93,Sobremesa,90.01,2024-02-01,Online
94,Lanche,169.64,2024-06-17,Online
95,Sobremesa,173.37,2024-04-20,Online
96,Bebida,173.53,2024-06-16,Online
97,Combo Família,150.12,2024-03-15,Online
98,Prato Executivo,91.3,2024-03-13,Online
99,Lanche,49.7,2024-05-01,Online
100,Sobremesa,78.27,2024-04-12,Online
101,Sobremesa,169.82,2024-03-08,Online
102,Lanche,74.99,2024-02-27,Online
103,Prato Executivo,139.86,2024-04-02,Online
104,Prato Executivo,167.3,2024-01-14,Online
105,Combo Família,175.11,2024-02-03,Online
106,Prato Executivo,171.37,2024-01-08,Online
107,Sobremesa,106.58,2024-01-28,Online
108,Bebida,96.16,2024-02-05,Online
109,Prato Executivo,177.96,2024-01-14,Online
110,Sobremesa,51.0,2024-01-10,Online
111,Prato Executivo,45.94,2024-05-27,Online
112,Lanche,173.93,2024-02-02,Online
113,Sobremesa,128.72,2024-04-09,Online
114,Combo Família,103.49,2024-01-18,Online
115,Bebida,36.79,2024-06-19,Online
116,Prato Executivo,99.68,2024-02-13,Online
117,Lanche,170.8,2024-05-14,Online
118,Prato Executivo,114.48,2024-04-25,Online
119,Lanche,81.76,2024-05-18,Online
120,Bebida,105.93,2024-04-23,Online
121,Combo Família,161.21,2024-04-01,Online
122,Bebida,165.62,2024-05-18,Online
123,Bebida,81.01,2024-05-26,Online
124,Sobremesa,115.33,2024-03-09,Online
125,Combo Família,61.07,2024-06-18,Online
126,Sobremesa,89.43,2024-06-26,Online
127,Bebida,51.28,2024-05-09,Online
128,Combo Família,102.69,2024-06-16,Online
129,Prato Executivo,110.41,2024-01-20,Online
130,Bebida,70.74,2024-04-07,Online
131,Sobremesa,59.9,2024-04-27,Online
132,Lanche,39.92,2024-06-15,Online
133,Prato Executivo,38.02,2024-01-22,Online
134,Bebida,132.39,2024-05-25,Online
135,Sobremesa,51.57,2024-01-14,Online
136,Prato Executivo,34.47,2024-03-05,Online
137,Lanche,179.81,2024-05-04,Online
138,Bebida,57.89,2024-02-22,Online
139,Sobremesa,162.85,2024-05-30,Online
140,Prato Executivo,115.52,2024-06-16,Online
141,Lanche,132.99,2024-01-29,Online
142,Combo Família,107.55,2024-02-16,Online
143,Combo Família,44.83,2024-01-14,Online
144,Combo Família,154.76,2024-05-07,Online
145,Bebida,151.62,2024-06-08,Online
146,Combo Família,72.7,2024-04-18,Online
147,Bebida,141.04,2024-01-24,Online
148,Combo Família,104.6,2024-02-01,Online
149,Bebida,164.99,2024-01-07,Online
150,Bebida,147.47,2024-03-29,Online
151,Lanche,21.76,2024-05-09,Online
152,Prato Executivo,160.08,2024-01-28,Online
153,Combo Família,174.81,2024-06-01,Online
154,Bebida,137.46,2024-02-15,Online
155,Sobremesa,34.79,2024-04-02,Online
156,Lanche,148.22,2024-04-30,Online
157,Combo Família,121.84,2024-04-07,Online
158,Sobremesa,70.91,2024-03-27,Online
159,Combo Família,160.87,2024-03-01,Online
160,Sobremesa,108.32,2024-03-18,Online
161,Combo Família,155.73,2024-02-12,Online
162,Bebida,125.57,2024-02-23,Online
163,Bebida,62.61,2024-05-15,Online
164,Combo Família,175.88,2024-06-07,Online
165,Sobremesa,109.22,2024-06-01,Online
166,Sobremesa,100.26,2024-02-29,Online
167,Bebida,81.58,2024-02-27,Online
168,Sobremesa,37.5,2024-01-11,Online
169,Sobremesa,128.23,2024-02-19,Online
170,Lanche,86.08,2024-04-15,Online
171,Sobremesa,169.21,2024-02-18,Online
172,Lanche,174.24,2024-05-12,Online
173,Lanche,141.66,2024-01-10,Online
174,Lanche,55.01,2024-03-15,Online
175,Lanche,133.14,2024-02-20,Online
176,Bebida,18.37,2024-03-29,Online
177,Sobremesa,151.36,2024-01-05,Online
178,Sobremesa,96.45,2024-03-16,Online
179,Prato Executivo,169.56,2024-05-21,Online
180,Lanche,77.33,2024-06-03,Online
181,Bebida,58.42,2024-02-16,Online
182,Lanche,179.18,2024-03-18,Online
183,Bebida,102.56,2024-05-04,Online
184,Sobremesa,157.43,2024-03-24,Online
185,Prato Executivo,165.32,2024-04-07,Online
186,Lanche,100.55,2024-03-02,Online
187,Bebida,90.19,2024-05-30,Online
188,Lanche,106.23,2024-04-23,Online
189,Sobremesa,154.88,2024-06-21,Online
190,Sobremesa,174.17,2024-05-20,Online
191,Combo Família,69.17,2024-03-07,Online
192,Combo Família,136.87,2024-02-29,Online
193,Bebida,62.09,2024-01-16,Online
194,Prato Executivo,115.81,2024-04-22,Online
195,Combo Família,147.79,2024-05-14,Online
196,Bebida,161.27,2024-03-04,Online
197,Bebida,89.04,2024-01-04,Online
198,Combo Família,76.01,2024-05-28,Online
199,Sobremesa,56.82,2024-02-10,Online
200,Sobremesa,37.01,2024-04-14,Online
201,Combo Família,75.21,2024-01-10,Online
202,Bebida,158.88,2024-01-12,Online
203,Prato Executivo,84.1,2024-06-10,Online
204,Lanche,67.35,2024-05-01,Online
205,Combo Família,136.96,2024-01-01,Online
206,Lanche,50.57,2024-01-19,Online
207,Combo Família,57.29,2024-03-29,Online
208,Bebida,169.42,2024-05-02,Online
209,Bebida,28.46,2024-03-17,Online
210,Sobremesa,83.41,2024-06-06,Online
211,Prato Executivo,110.16,2024-04-27,Online
212,Combo Família,52.99,2024-04-20,Online
213,Prato Executivo,61.37,2024-02-22,Online
214,Bebida,51.6,2024-05-02,Online
215,Bebida,71.96,2024-06-06,Online
216,Combo Família,163.25,2024-01-09,Online
217,Combo Família,86.21,2024-05-12,Online
218,Sobremesa,83.94,2024-06-07,Online
219,Sobremesa,78.79,2024-03-18,Online
220,Lanche,174.08,2024-05-17,Online
221,Bebida,34.35,2024-03-05,Online
222,Sobremesa,158.86,2024-02-04,Online
223,Sobremesa,68.98,2024-05-26,Online
224,Bebida,172.82,2024-02-26,Online
225,Sobremesa,67.01,2024-05-16,Online
226,Bebida,28.67,2024-02-26,Online
227,Combo Família,100.81,2024-03-12,Online
228,Lanche,52.6,2024-05-03,Online
229,Lanche,139.24,2024-03-02,Online
230,Sobremesa,123.46,2024-05-25,Online
231,Sobremesa,128.27,2024-01-07,Online
232,Sobremesa,46.93,2024-01-03,Online
233,Lanche,131.92,2024-01-15,Online
234,Combo Família,66.37,2024-02-16,Online
235,Prato Executivo,179.78,2024-01-10,Online
236,Bebida,135.74,2024-03-09,Online
237,Bebida,112.42,2024-01-05,Online
238,Prato Executivo,158.07,2024-05-16,Online
239,Combo Família,112.24,2024-01-28,Online
240,Sobremesa,106.2,2024-06-23,Online
241,Bebida,54.16,2024-06-03,Online
242,Bebida,126.89,2024-05-04,Online
243,Combo Família,76.82,2024-05-23,Online
244,Combo Família,22.11,2024-05-19,Online
245,Prato Executivo,149.65,2024-06-01,Online
246,Sobremesa,23.56,2024-04-09,Online
247,Combo Família,125.93,2024-04-22,Online
248,Combo Família,40.86,2024-03-25,Online
249,Sobremesa,86.37,2024-04-22,Online
250,Prato Executivo,156.75,2024-03-09,Online
251,Bebida,30.58,2024-01-23,Online
252,Combo Família,125.08,2024-06-16,Online
253,Lanche,116.08,2024-05-05,Online
254,Combo Família,158.14,2024-05-06,Online
255,Sobremesa,43.5,2024-02-20,Online
256,Lanche,146.96,2024-05-18,Online
257,Bebida,89.27,2024-04-03,Online
258,Lanche,85.73,2024-01-14,Online
259,Combo Família,74.69,2024-06-20,Online
260,Bebida,78.62,2024-06-27,Online
261,Combo Família,100.79,2024-06-05,Online
262,Bebida,32.62,2024-03-26,Online
263,Prato Executivo,85.14,2024-02-11,Online
264,Bebida,122.58,2024-01-02,Online
265,Combo Família,97.2,2024-05-12,Online
266,Lanche,42.36,2024-06-09,Online
267,Sobremesa,74.9,2024-01-19,Online
268,Sobremesa,88.09,2024-05-03,Online
269,Sobremesa,125.36,2024-01-05,Online
270,Combo Família,163.63,2024-05-19,Online
271,Prato Executivo,105.81,2024-01-06,Online
272,Bebida,126.6,2024-06-24,Online
273,Lanche,27.74,2024-01-31,Online
274,Lanche,172.49,2024-03-13,Online
275,Sobremesa,67.01,2024-05-05,Online
276,Prato Executivo,73.46,2024-06-01,Online
277,Sobremesa,51.77,2024-03-06,Online
278,Sobremesa,28.97,2024-06-25,Online
279,Prato Executivo,145.36,2024-01-03,Online
280,Prato Executivo,54.68,2024-03-25,Online
281,Lanche,61.64,2024-06-26,Online
282,Prato Executivo,45.0,2024-02-19,Online
283,Combo Família,175.86,2024-04-06,Online
284,Bebida,143.87,2024-03-21,Online
285,Bebida,168.43,2024-03-11,Online
286,Prato Executivo,157.18,2024-05-18,Online
287,Bebida,164.54,2024-04-03,Online
288,Lanche,94.04,2024-05-08,Online
289,Lanche,43.14,2024-04-03,Online
290,Bebida,68.94,2024-06-28,Online
291,Sobremesa,63.25,2024-03-25,Online
292,Combo Família,133.33,2024-05-23,Online
293,Sobremesa,19.24,2024-04-20,Online
294,Lanche,38.44,2024-05-24,Online
295,Lanche,127.68,2024-06-08,Online
296,Bebida,35.37,2024-02-10,Online
297,Lanche,22.97,2024-02-24,Online
298,Sobremesa,33.02,2024-02-24,Online
299,Combo Família,128.96,2024-03-28,Online
300,Sobremesa,37.99,2024-03-29,Online
301,Prato Executivo,39.14,2024-01-01,Online
302,Lanche,53.0,2024-06-10,Online
303,Bebida,138.9,2024-06-03,Online
304,Sobremesa,48.06,2024-04-18,Online
305,Prato Executivo,20.84,2024-02-25,Online
306,Combo Família,164.47,2024-05-28,Online
307,Combo Família,159.59,2024-02-18,Online
308,Prato Executivo,45.5,2024-02-25,Online
309,Prato Executivo,58.78,2024-06-28,Online
310,Prato Executivo,46.11,2024-06-15,Online
311,Lanche,133.72,2024-04-15,Online
312,Bebida,56.25,2024-01-31,Online
313,Sobremesa,168.69,2024-01-23,Online
314,Combo Família,151.56,2024-06-22,Online
315,Lanche,112.09,2024-02-17,Online
316,Bebida,16.47,2024-05-02,Online
317,Sobremesa,160.81,2024-03-04,Online
318,Sobremesa,135.08,2024-03-30,Online
319,Sobremesa,145.0,2024-06-26,Online
320,Lanche,26.85,2024-04-16,Online
321,Bebida,131.91,2024-03-18,Online
322,Sobremesa,147.76,2024-03-15,Online
323,Bebida,172.84,2024-02-11,Online
324,Lanche,110.78,2024-04-10,Online
325,Prato Executivo,98.83,2024-04-12,Online
326,Lanche,85.19,2024-01-18,Online
327,Bebida,130.71,2024-03-13,Online
328,Combo Família,166.94,2024-04-26,Online
329,Lanche,113.96,2024-01-10,Online
330,Bebida,52.5,2024-06-24,Online
331,Prato Executivo,17.9,2024-06-03,Online
332,Prato Executivo,117.15,2024-04-24,Online
333,Lanche,157.66,2024-01-03,Online
334,Lanche,25.89,2024-04-03,Online
335,Combo Família,80.6,2024-06-10,Online
336,Bebida,170.11,2024-01-05,Online
337,Combo Família,97.78,2024-05-22,Online
338,Prato Executivo,51.41,2024-05-31,Online
339,Sobremesa,73.35,2024-01-14,Online
340,Prato Executivo,82.34,2024-02-11,Online
341,Sobremesa,34.35,2024-05-10,Online
342,Sobremesa,124.03,2024-06-13,Online
343,Sobremesa,112.71,2024-05-18,Online
344,Lanche,121.87,2024-04-04,Online
345,Combo Família,115.78,2024-04-18,Online
346,Bebida,17.75,2024-04-04,Online
347,Prato Executivo,43.79,2024-04-13,Online
348,Combo Família,42.32,2024-05-18,Online
349,Sobremesa,31.16,2024-01-09,Online
350,Prato Executivo,136.35,2024-02-07,Online
351,Combo Família,34.82,2024-01-11,Online
352,Sobremesa,125.25,2024-05-23,Online
353,Lanche,44.43,2024-05-10,Online
354,Sobremesa,34.52,2024-01-10,Online
355,Bebida,41.82,2024-01-20,Online
356,Combo Família,98.89,2024-02-17,Online
357,Combo Família,121.5,2024-02-13,Online
358,Prato Executivo,148.97,2024-04-03,Online
359,Bebida,36.21,2024-03-30,Online
360,Lanche,116.67,2024-03-05,Online
361,Combo Família,142.68,2024-01-30,Online
362,Sobremesa,66.55,2024-04-26,Online
363,Prato Executivo,28.15,2024-05-22,Online
364,Bebida,40.73,2024-04-25,Online
365,Prato Executivo,30.11,2024-05-25,Online
366,Sobremesa,161.39,2024-06-13,Online
367,Lanche,77.16,2024-05-31,Online
368,Sobremesa,101.35,2024-04-27,Online
369,Bebida,141.83,2024-01-09,Online
370,Bebida,76.3,2024-03-01,Online
371,Sobremesa,122.1,2024-03-18,Online
372,Prato Executivo,27.65,2024-05-08,Online
373,Lanche,94.35,2024-06-01,Online
374,Prato Executivo,30.93,2024-04-25,Online
375,Lanche,55.97,2024-03-06,Online
376,Lanche,63.4,2024-05-21,Online
377,Sobremesa,133.4,2024-05-05,Online
378,Lanche,126.23,2024-05-23,Online
379,Bebida,138.27,2024-04-16,Online
380,Bebida,25.19,2024-04-26,Online
381,Combo Família,179.0,2024-03-03,Online
382,Combo Família,23.98,2024-03-12,Online
383,Combo Família,151.25,2024-02-19,Online
384,Combo Família,137.14,2024-02-16,Online
385,Lanche,112.64,2024-04-27,Online
386,Combo Família,87.41,2024-03-10,Online
387,Combo Família,139.93,2024-01-25,Online
388,Lanche,137.08,2024-01-07,Online
389,Prato Executivo,37.63,2024-06-03,Online
390,Lanche,145.78,2024-03-19,Online
391,Lanche,27.96,2024-04-13,Online
392,Sobremesa,97.59,2024-06-11,Online
393,Lanche,121.44,2024-01-21,Online
394,Lanche,150.58,2024-06-17,Online
395,Combo Família,91.41,2024-05-06,Online
396,Combo Família,54.08,2024-04-25,Online
397,Prato Executivo,95.96,2024-03-18,Online
398,Sobremesa,56.28,2024-05-07,Online
399,Bebida,102.24,2024-02-06,Online
400,Combo Família,91.31,2024-02-24,Online
401,Combo Família,143.78,2024-06-21,Online
402,Prato Executivo,54.61,2024-02-19,Online
403,Prato Executivo,48.0,2024-05-09,Online
404,Lanche,93.24,2024-06-16,Online
405,Prato Executivo,23.33,2024-04-16,Online
406,Lanche,52.84,2024-02-23,Online
407,Combo Família,73.36,2024-06-01,Online
408,Combo Família,95.46,2024-05-28,Online
409,Lanche,59.46,2024-04-07,Online
410,Prato Executivo,107.51,2024-01-21,Online
411,Combo Família,159.94,2024-03-20,Online
412,Sobremesa,104.72,2024-03-18,Online
413,Combo Família,62.33,2024-02-04,Online
414,Combo Família,25.23,2024-03-13,Online
415,Sobremesa,37.55,2024-01-28,Online
416,Sobremesa,107.6,2024-05-04,Online
417,Sobremesa,127.81,2024-03-18,Online
418,Sobremesa,23.2,2024-05-11,Online
419,Combo Família,45.62,2024-03-23,Online
420,Prato Executivo,67.65,2024-05-08,Online
421,Prato Executivo,67.76,2024-05-11,Online
422,Prato Executivo,173.14,2024-01-29,Online
423,Sobremesa,48.62,2024-03-20,Online
424,Prato Executivo,25.32,2024-05-14,Online
425,Bebida,73.25,2024-04-16,Online
426,Lanche,37.18,2024-02-09,Online
427,Bebida,35.89,2024-05-29,Online
428,Prato Executivo,82.23,2024-02-05,Online
429,Sobremesa,65.55,2024-06-27,Online
430,Sobremesa,30.13,2024-05-07,Online
431,Bebida,114.71,2024-02-28,Online
432,Prato Executivo,97.78,2024-02-05,Online
433,Combo Família,27.72,2024-06-11,Online
434,Bebida,157.35,2024-04-04,Online
435,Bebida,61.98,2024-05-25,Online
436,Combo Família,173.63,2024-05-29,Online
437,Bebida,168.7,2024-01-13,Online
438,Combo Família,86.63,2024-05-03,Online
439,Bebida,52.71,2024-03-01,Online
440,Bebida,152.75,2024-06-12,Online
441,Combo Família,74.61,2024-02-09,Online
442,Bebida,41.99,2024-01-07,Online
443,Combo Família,106.02,2024-04-29,Online
444,Prato Executivo,95.75,2024-04-09,Online
445,Bebida,155.25,2024-04-09,Online
446,Prato Executivo,135.33,2024-02-17,Online
447,Lanche,159.56,2024-03-30,Online
448,Lanche,136.23,2024-06-22,Online
449,Lanche,120.96,2024-05-17,Online
450,Combo Família,97.53,2024-06-26,Online
451,Combo Família,177.95,2024-02-29,Online
452,Combo Família,173.26,2024-06-05,Online
453,Sobremesa,155.06,2024-03-09,Online
454,Sobremesa,142.93,2024-06-17,Online
455,Bebida,110.3,2024-06-04,Online
456,Prato Executivo,57.86,2024-01-30,Online
457,Combo Família,159.45,2024-06-23,Online
458,Bebida,16.78,2024-04-19,Online
459,Bebida,52.53,2024-05-19,Online
460,Bebida,81.62,2024-04-14,Online
461,Prato Executivo,111.72,2024-02-09,Online
462,Sobremesa,107.55,2024-06-26,Online
463,Lanche,44.01,2024-01-21,Online
464,Bebida,32.29,2024-05-25,Online
465,Lanche,51.68,2024-02-07,Online
466,Sobremesa,72.54,2024-05-21,Online
467,Combo Família,17.32,2024-03-17,Online
468,Bebida,129.26,2024-02-12,Online
469,Sobremesa,55.88,2024-02-12,Online
470,Combo Família,72.98,2024-02-27,Online
471,Combo Família,70.26,2024-06-11,Online
472,Prato Executivo,99.45,2024-05-18,Online
473,Combo Família,156.87,2024-04-30,Online
474,Bebida,39.65,2024-04-23,Online
475,Bebida,71.22,2024-03-16,Online
476,Prato Executivo,129.18,2024-06-11,Online
477,Combo Família,22.3,2024-02-19,Online
478,Combo Família,151.95,2024-06-18,Online
479,Lanche,173.7,2024-03-09,Online
480,Prato Executivo,115.26,2024-03-02,Online
481,Combo Família,172.82,2024-03-26,Online
482,Bebida,83.16,2024-05-14,Online
483,Lanche,83.48,2024-05-08,Online
484,Combo Família,32.53,2024-05-18,Online
485,Lanche,20.85,2024-01-17,Online
486,Bebida,55.34,2024-01-29,Online
487,Prato Executivo,93.89,2024-06-01,Online
488,Bebida,98.77,2024-06-25,Online
489,Sobremesa,50.9,2024-01-23,Online
490,Bebida,116.11,2024-06-11,Online
491,Combo Família,44.9,2024-02-17,Online
492,Prato Executivo,68.82,2024-06-25,Online
493,Bebida,47.29,2024-06-27,Online
494,Lanche,129.95,2024-04-24,Online
495,Combo Família,100.23,2024-02-04,Online
496,Prato Executivo,136.46,2024-05-21,Online
497,Bebida,24.45,2024-01-19,Online
498,Lanche,85.18,2024-03-01,Online
499,Bebida,174.55,2024-04-24,Online
500,Bebida,23.85,2024-01-13,Online
501,Prato Executivo,84.03,2024-03-11,Online
502,Combo Família,21.67,2024-05-23,Online
503,Bebida,39.2,2024-01-17,Online
504,Bebida,91.32,2024-03-07,Online
505,Sobremesa,40.99,2024-01-01,Online
506,Sobremesa,100.59,2024-04-28,Online
507,Prato Executivo,167.25,2024-01-15,Online
